   -0.074609    -4.607011     6.188590   -10.188523      1
    9.855799    -1.520378    -0.642706     4.611827      1
   -0.218498     6.306274    -0.926429     1.035605      1
    2.463922    -5.346572     1.588944     4.580115      1
    3.577687    -5.248266    -3.585173     5.022304      1
    5.320872     7.241912    -5.314657    -0.016941      1
    4.626872     2.657867    -4.137285    -8.269119      1
    2.621815    -0.681373     2.088993    -1.605236      1
    5.546357    -0.016855     2.203718     4.839114      1
    8.876352     1.698314     5.097639     4.844007      1
   -3.856903    -3.480098    -1.415710   -11.445655      1
   -2.105735    -1.958187    -5.726725   -10.202352      1
   -0.352417     0.757057     2.262099     2.812420      1
    2.045385     7.021843     2.362092    -4.193828      1
    3.385290     1.314638     4.127862    -2.030589      1
   -5.906262    -4.073904     4.076929    -2.142127      1
   -2.048188     6.149684    -4.894520    -1.429506      1
    4.243502    -0.057838     4.018115    -3.419618      1
   -0.502972     0.234114     5.677210     0.253078      1
    2.567727     1.322689     5.523478     8.441819      1
    1.739265     0.104797     0.454261     1.769190      1
    0.964862    -2.364564    -9.199664    -9.069765      1
    1.361897    10.210939     0.081072     1.425417      1
    3.784888     8.294062     6.673298     6.925836      1
    5.080545     7.165599     5.325738     6.455749      1
    6.859817     4.343511     1.724490    -1.953071      1
  -10.201033    -0.685330   -10.270330     7.824092      1
    1.404255     0.592234     0.514006     1.793684      1
   -1.641972     2.445053    -1.494189    -3.882474      1
    5.075339     5.159581    -0.806649    -6.651584      1
   -3.819778     3.258673    -5.836314    -1.408445      1
   -3.040685     3.753791     1.904914     6.256042      1
   -0.026876     1.334471     5.456755    -2.058390      1
    7.092863    -2.784967    -4.870202    -6.814800      1
   -2.848640     5.696079     2.528721     3.478341      1
    4.566550     1.547550     3.737420    -9.764853      1
    7.141076     0.421924     4.029913     1.699591      1
   -2.669845     5.893922    -1.447209     4.024234      1
    2.859073    -0.724562    -6.878994    -3.144089      1
    6.311618     5.144401     3.149973    -2.956933      1
   -0.391325     7.490119     5.679779    -1.158641      1
    5.875970     5.930756    -0.268737    -3.307388      1
    3.586322    -2.936460     0.103315     0.873168      1
    0.321403    -3.147455     0.365821    -0.386828      1
   -1.006435    -4.364034    -4.855273     4.032520      1
    0.062733     1.100440     1.112949    -0.395239      1
    6.081339     2.872617    -1.590880     6.429012      1
   -1.982216     3.334510     7.266663    -0.051377      1
   14.499663     5.086141     6.427119    -1.021869      1
    7.589744     8.272521     6.730817     1.176999      1
    4.817144     2.923823     1.094633    -1.652038      1
    2.824071     8.724322     4.299563     1.654671      1
    0.443470     1.022957     5.961737     2.903877      1
   -0.305404     3.758174     0.105515    -7.696623      1
   -1.884142    -7.809539    -3.441704    -2.720868      1
    2.502425    -4.903154    -6.854118    -4.983499      1
    7.535568     4.027199     1.681333     7.907899      1
   -2.116189     6.494658    -0.090689    -4.449508      1
    1.585549     2.447244     1.088619     8.329481      1
    1.598545    -7.894338     2.310589    -0.373686      1
   -3.196260    -0.595627     4.992856    -3.024214      1
    2.723078    -6.304649     2.606012    -2.593545      1
    4.034670     0.644474    -7.020263    -6.989556      1
