-16.853835 -11.524582 -8.373527 1.333991 1
-0.645806 -1.053316 2.048519 7.400963 1
-1.90104 -2.395657 -0.019614 2.214037 1
0.618153 0.963751 -4.183379 -4.779166 1
10.525415 0.454309 5.569887 4.299447 1
5.672585 0.29569 -0.938544 -6.455159 1
3.448903 3.602701 -2.112159 -3.466392 1
1.456587 11.297076 2.191457 4.553392 1
-9.73586 11.737717 10.030863 2.635526 1
-1.952563 -4.117641 -5.364963 4.831312 1
-3.190358 -0.474236 0.835491 3.590439 1
-2.883583 7.324455 2.799974 -0.052832 1
-0.956788 4.112417 8.402122 -1.141134 1
-5.467733 -0.584286 -7.493889 0.409503 1
-7.492762 -7.320528 13.322497 -2.143015 1
-1.651379 3.108693 -6.536705 4.346412 1
-4.805 -2.314538 -3.261159 -0.684405 1
-5.864243 10.734587 -1.957368 0.401413 1
-1.074957 -2.006968 -0.510467 3.149975 1
-1.825544 5.530637 -4.734554 -4.482657 1
-10.787376 2.58494 -6.343614 -3.272015 2
-5.475621 -2.843927 -12.354888 -0.565125 2
2.728147 -3.329853 -1.468098 -1.433828 2
8.524865 -1.724835 7.80751 -0.416978 2
-1.763931 -2.338652 -5.958548 3.601515 2
-6.372338 9.145029 2.713972 2.08452 2
-7.402484 -3.120394 3.408397 7.441785 2
-8.51116 -4.500196 -3.382477 -1.73723 2
-3.488038 3.360319 -6.066906 -3.194192 2
-1.116941 -8.577717 6.193031 -3.440127 2
-0.890337 -1.266539 -7.763319 2.966845 2
-0.936942 -4.714376 1.98692 0.064842 2
-0.827665 -1.034823 3.001624 9.836699 2
2.709424 0.099544 -3.216219 -4.725176 2
-4.521509 -3.872749 -2.298673 3.699069 2
-1.087188 -3.531595 -9.047498 5.558043 2
-5.801384 -6.244601 -12.263785 -4.813073 2
-1.272081 -2.905211 5.017977 -2.857195 2
-5.969576 0.419026 -7.238618 1.24514 2
-5.34697 -0.721651 -3.724378 0.967037 2
1.445676 1.917373 -3.120662 7.519924 3
-8.041388 -10.297543 1.489234 -6.122098 3
