    6.133829     7.524783     4.579943    10.077538      1
    4.592786     6.369323     5.362869    -0.815295      1
    8.293985     5.989251     2.644152    -2.080200      1
    1.962505     6.674996    -5.765019     4.980520      1
    7.946582     5.087279    -1.180697     5.951708      1
   -2.011590     2.269007     3.416312     2.339458      1
   15.906243     1.628181     0.559736    -3.740643      1
   -0.514324    -1.131741    -1.117294    -0.550818      1
   -6.454193     2.800505    -7.051681     4.678410      1
    0.510889    -1.465720     2.966296     4.455383      1
   -3.003134     0.706940    -0.942656     8.580421      1
    5.135926    -1.358046     8.760911     3.129952      1
   -3.400417     2.636585     1.463227    -6.619923      1
    6.920213     2.374604     0.171128    -3.252729      1
   -4.703669    -3.417944    -3.736046    -6.858057      1
    0.704172     0.339343     4.227095    -3.157027      1
   -1.380619    -2.609191     4.813313     6.271228      1
    2.130940     4.023494    -4.748801    -5.472364      1
   -7.122977     4.024563     8.680253     2.054073      1
    7.459674    -1.773335    -3.322504    -0.022596      1
    1.436438    -3.254958    -7.446572     6.851537      1
    4.529449    -3.886576    -4.469375    -1.478216      1
    8.405515    -6.311577    -1.095812     2.773893      1
    1.811028     4.246561    -1.430835    -3.985476      1
   -3.532451     4.519814     5.771177    -0.346257      1
    6.400897    -6.826072    -1.801712    -4.581637      1
    0.743097    -1.579549     1.926324     3.225556      1
   -3.855374     0.152795    -5.030113    -5.225095      1
  -11.128231     2.818182    -6.214675    -0.214567      1
   -5.294662     8.449410     5.693433    -2.943396      1
   -0.837660    -0.299772     0.809591    -8.917217      1
   -6.922355    -5.106001     4.173533     2.329803      1
   10.118655     0.602819     3.518777     3.171929      1
    7.634430     0.360482    -0.090850     0.790019      1
   -3.115958    -3.784014    -1.959579     4.791552      1
    5.058334    -3.949656     1.682651     1.474483      1
    1.424887    -0.132513     1.082259    -1.738121      1
    6.326847     8.623613    12.860871    -2.765514      1
    1.684997    -1.213501    -0.385047    -5.739869      1
   -0.548823    -3.415545    -4.279246    -4.223516      1
   -8.631131    -5.428177    -4.659318     5.451379      1
    0.554531    -5.282196    -1.169955    -5.637371      1
    0.872222     6.264231     0.388581    -7.399043      1
    2.683033     2.260579     4.476894     1.809913      1
    4.465361    -2.372485    -1.914594    -0.889604      1
   -2.959122    -2.609131     2.898565     9.545280      1
   -1.728325    -8.088940     5.749044     6.708481      1
    1.804387     9.523533     6.279229     8.041286      1
    6.779512    -3.428451     5.357971    -0.025937      1
   -2.779528     2.814540     2.651234     3.090129      1
    5.120649     1.750147    -1.488501    -0.022725      1
   -1.977524    11.441761     0.550957     2.665922      1
   12.363649     4.105611     4.627865     2.313886      1
    4.134623     5.320269     2.901950     2.810971      1
    3.292049    -3.403824     4.473912    12.036930      1
    7.850855    -0.545071     0.990386     1.680570      1
    0.050811     3.426990    -0.615266    -7.681371      1
   -1.658059    -2.578227    14.786065    -0.997045      1
    1.396261     0.041043    -0.794856    -0.429607      1
    7.865869     4.260685     0.635294    -5.860591      1
   -2.550801    -6.500457     8.237481    -0.604319      1
    3.434457     1.364291    -1.894097     5.878323      1
    7.195099     4.962611     3.742020    10.187281      1
   -1.770688    -0.491452    -2.150691    -4.323840      1
    6.777865     0.535478    -1.148502     9.180602      1
    0.660711     2.458927    -3.677377    -1.234391      1
    9.208501     5.896090     3.529627    -6.913263      1
    7.008894    -0.538462     3.121230    -6.503462      1
    3.399915     1.566959     4.419388     4.725668      1
    2.519929    -2.267859     5.642219    -1.037504      1
  -12.074800     2.813389     5.330924    -0.080705      1
    1.819916     1.734340    -3.511295     4.185671      1
   -3.932821     2.310964     9.610613    -2.862004      1
   10.805816     0.829367     0.542135    -3.785326      1
    3.864978     0.236586     1.683118     3.353168      1
   -0.182165     2.538546    -3.200704    -2.561974      1
   -1.175925     8.232470     0.108827     0.102720      1
   -8.147689    -2.677291     6.735300     3.975122      1
    8.127768     6.792186    -2.256353     1.338612      1
